URL,Category,Type of ad,Reference,Make,Model,Status,Power,Front Tire Dimension,Front Tire Wear,Rear Tire Wear,Spare Parts Availability,Price (excl. VAT),Displayed Price,Reference Price,Reference Currency,VAT Info,Dealer,Location,Phone Number,Comments
https://www.agriaffaires.co.uk/used/farm-tractor/44942019/new-holland-t7-210.html,Farm Tractors,For sale / Offers,A1093316,New Holland,T7.210,Used - good condition,210,,N/A,N/A,N/A,,"43,000
                            
                                    43,000 ££ ",43000,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44943060/john-deere-6130r.html,Farm Tractors,For sale / Offers,,John Deere,6130R,Used - Not indicated,130,600/65R38 540/65R24,N/A,N/A,N/A,,"87,950
                            
                                    87,950 ££ ",87950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44965367/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,540/65R28 650/65R38,N/A,N/A,N/A,,"87,950
                            
                                    87,950 ££ ",87950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45168188/new-holland-t5-105.html,Farm Tractors,For sale / Offers,23423,New Holland,T5.105,Used - very good condition,,,0% (Smooth tyre),N/A,N/A,,"37,500
                            
                                    37,500 ££ ",37500,GBP,,Oakfields Ag,"Mr.
                Terry Brock",40bd3e74ac338889e19a0057bee4f32KCs0NCkgMTc2Mzc4MDQ0MA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45112717/john-deere-6r185.html,Farm Tractors,For sale / Offers,11088853,John Deere,6R185,Used - Not indicated,185,,N/A,N/A,N/A,,"119,500
                            
                                    119,500 ££ ",119500,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44971593/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,540/65R30 650/65R42,N/A,N/A,N/A,,"67,950
                            
                                    67,950 ££ ",67950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45057464/john-deere-6145r.html,Farm Tractors,For sale / Offers,B1024425,John Deere,6145R,Used - very good condition,145,,N/A,N/A,N/A,,"82,500
                            
                                    82,500 ££ ",82500,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44739095/john-deere-7r-350.html,Farm Tractors,For sale / Offers,,John Deere,7R 350,Used - Not indicated,350,710/70R42 600/70R30,N/A,N/A,N/A,,"194,950
                            
                                    194,950 ££ ",194950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44604694/john-deere-6175m.html,Farm Tractors,For sale / Offers,21095139,John Deere,6175M,Used - very good condition,175,,N/A,N/A,N/A,,"73,500
                            
                                    73,500 ££ ",73500,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/43875196/massey-ferguson-7718-s-dyna-6.html,Farm Tractors,For sale / Offers,61082340,Massey Ferguson,7718 S DYNA 6,Used - good condition,180,540/65R28,50%,50%,N/A,,"60,000
                            
                                    60,000 ££ ",60000,GBP,,Carrs Billington Agriculture,"Mr.
                Ben Parkinson",36555d1f774856b745ffba3f69c8ae9KCs0NCkgMDc5Nzc4NTIwOTA=,
https://www.agriaffaires.co.uk/used/farm-tractor/44240085/john-deere-6145m.html,Farm Tractors,For sale / Offers,,John Deere,6145M,Used - Not indicated,145,420/85R24 460/85R38,N/A,N/A,N/A,,"67,950
                            
                                    67,950 ££ ",67950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45071860/fendt-828.html,Farm Tractors,For sale / Offers,31096661,Fendt,828,Used - good condition,280,,N/A,N/A,N/A,,"80,000
                            
                                    80,000 ££ ",80000,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44983763/john-deere-9620rx.html,Farm Tractors,For sale / Offers,71074070,John Deere,9620RX,Used - good condition,620,30 INCH,40%,40%,N/A,,"249,000
                            
                                    249,000 ££ ",249000,GBP,,Tuckwells,"Mr.
                Harry Durrant",fe207fb875c123e1c1c39a64210a86eKCs0NCkgMDE3OTU4NDMyNTA=,
https://www.agriaffaires.co.uk/used/farm-tractor/44911340/john-deere-7r350.html,Farm Tractors,For sale / Offers,11085317,John Deere,7R350,Used - very good condition,350,,N/A,N/A,N/A,,"  ",,,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44942099/case-ih-maxxum-140.html,Farm Tractors,For sale / Offers,C1098791,Case IH,MAXXUM 140,Used - average condition,,,N/A,N/A,N/A,,"32,500
                            
                                    32,500 ££ ",32500,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/45023038/massey-ferguson-5712s-dyna-4.html,Farm Tractors,For sale / Offers,21085250,Massey Ferguson,5712S Dyna 4,Used - very good condition,120,440/65/R28,50%,50%,N/A,,"49,500
                            
                                    49,500 ££ ",49500,GBP,,Carrs Billington Machinery,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44985593/mc-cormick-x60-40.html,Farm Tractors,For sale / Offers,D1098064,Mc Cormick,X60.40,Used - average condition,,,N/A,N/A,N/A,,"29,750
                            
                                    29,750 ££ ",29750,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/45006288/john-deere-6140m.html,Farm Tractors,For sale / Offers,,John Deere,6140M,Used - Not indicated,140,540/65R24 600/65R38,N/A,N/A,N/A,,"68,750
                            
                                    68,750 ££ ",68750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45070586/john-deere-6r-195.html,Farm Tractors,For sale / Offers,,John Deere,6R 195,Used - Not indicated,195,540/65R30 650/65R42,N/A,N/A,N/A,,"139,950
                            
                                    139,950 ££ ",139950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45074420/case-farmall-55a.html,Farm Tractors,For sale / Offers,23120,Case,Farmall 55A,Used - very good condition,,,0% (Smooth tyre),N/A,N/A,,"19,750
                            
                                    19,750 ££ ",19750,GBP,,Oakfields Ag,"Mr.
                Terry Brock",40bd3e74ac338889e19a0057bee4f32KCs0NCkgMTc2Mzc4MDQ0MA==,
https://www.agriaffaires.co.uk/used/farm-tractor/44718675/john-deere-6215r.html,Farm Tractors,For sale / Offers,,John Deere,6215R,Used - Not indicated,215,650/85R38 600/70R28,N/A,N/A,N/A,,"129,950
                            
                                    129,950 ££ ",129950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44622657/john-deere-6195r.html,Farm Tractors,For sale / Offers,,John Deere,6195R,Used - Not indicated,195,480/70R30 620/70R42,N/A,N/A,N/A,,"74,950
                            
                                    74,950 ££ ",74950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44364035/massey-ferguson-5712s.html,Farm Tractors,For sale / Offers,Massey Ferguson 5712 S,Massey Ferguson,5712S,Used - good condition,,,25%,25%,N/A,,"44,000
                            
                                    44,000 ££ ",44000,GBP,,B&B Tractors,"Mrs
                Lauren Cope",2b7265eaf1cda18ab8f8919f723e85bKCs0NCkgNzQ4MzEyMjE5Nw==,
https://www.agriaffaires.co.uk/used/farm-tractor/44661972/new-holland-t7-210.html,Farm Tractors,For sale / Offers,,New Holland,T7.210,Used - very good condition,210,540/65/28,90%,90%,N/A,,"57,000
                            
                                    57,000 ££ ",57000,GBP,,HARRISON TRACTORS LTD,"Mr.
                James HARRISON",fe09520a7c01b1b6ced975610c70371KCs0NCkgNzc2ODE3MTA4NQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45017517/john-deere-7r-310.html,Farm Tractors,For sale / Offers,,John Deere,7R 310,Used - Not indicated,310,650/60R34 710/75R42,N/A,N/A,N/A,,"196,750
                            
                                    196,750 ££ ",196750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44557032/john-deere-8370r.html,Farm Tractors,For sale / Offers,,John Deere,8370R,Used - Not indicated,370,800/70R38 600/70R30,N/A,N/A,N/A,,"162,750
                            
                                    162,750 ££ ",162750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44911361/john-deere-6r155.html,Farm Tractors,For sale / Offers,11088865,John Deere,6R155,Used - very good condition,155,,N/A,N/A,N/A,,"131,000
                            
                                    131,000 ££ ",131000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44918433/john-deere-7r-330.html,Farm Tractors,For sale / Offers,,John Deere,7R 330,Used - very good condition,330,IF620/75R30,85%,85%,,,"165,000
                            
                                    165,000 ££ ",165000,GBP,,Name withheld,Name withheld,bb8c043a4408aa82137094a3f21f347KCs0NCkgNzQxNTgzMzcyNg==,
https://www.agriaffaires.co.uk/used/farm-tractor/45218473/new-holland-t6-180.html,Farm Tractors,For sale / Offers,,New Holland,T6-180,Used - very good condition,180,540-65-28,25%,80%,N/A,,"  ",,,,D & A Kidd,"Mr.
                Andrew KIDD",982f034f0b674f410eede0c5665e408KCs0NCkgMDE3Njg4NzA2NjY=,
https://www.agriaffaires.co.uk/used/farm-tractor/45070550/john-deere-6130r.html,Farm Tractors,For sale / Offers,11045167,John Deere,6130R,Used - Not indicated,0,,N/A,N/A,N/A,,"72,000
                            
                                    72,000 ££ ",72000,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/45068900/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,600/65R28 650/65R42,N/A,N/A,N/A,,"84,950
                            
                                    84,950 ££ ",84950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45086229/john-deere-8rx370.html,Farm Tractors,For sale / Offers,11094933,John Deere,8RX370,Used - Not indicated,370,,N/A,N/A,N/A,,"355,000
                            
                                    355,000 ££ ",355000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44165506/case-ih-farmall-55-c.html,Farm Tractors,For sale / Offers,21005334,Case IH,FARMALL 55 C,Used - very good condition,60,,30%,50%,N/A,,"17,950
                            
                                    17,950 ££ ",17950,GBP,,James Pryce Tractors Ltd,Andy PRYCE,cb4b6ac07be8d8ea85780da77172a3eKCs0NCkgMDE4ODQyNTc1NDQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/43611920/john-deere-6175r.html,Farm Tractors,For sale / Offers,,John Deere,6175R,Used - very good condition,175,520/85 R42,80%,80%,N/A,,"56,000
                            
                                    56,000 ££ ",56000,GBP,,Mitchams/TGM Agricultural Machinery,"Mr.
                Thomas Mitcham",ff23e62316628beeefc6e5eb9207bf4KCs0NCkgMDc3MTk0MDM0NDY=,
https://www.agriaffaires.co.uk/used/farm-tractor/44195258/valtra-t235v.html,Farm Tractors,For sale / Offers,,Valtra,T235V,Used - Not indicated,,,N/A,N/A,N/A,,"  ",,,,Wilfred Scrutons,"Mr.
                James Falkingham",648ebb55ee35b904b3ad31b8b739902KCs0NCkgMDc4NTI1NTE2NzU=,
https://www.agriaffaires.co.uk/used/farm-tractor/44091661/massey-ferguson-5710m.html,Farm Tractors,For sale / Offers,91078811,Massey Ferguson,5710M,Used - good condition,110,440/65/R24,40%,50%,N/A,,"42,500
                            
                                    42,500 ££ ",42500,GBP,,Carrs Billington Agricultre (Sales) Ltd,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44091882/massey-ferguson-6715s.html,Farm Tractors,For sale / Offers,51082760,Massey Ferguson,6715S,Used - very good condition,150,480/70R28,70%,70%,N/A,,"78,000
                            
                                    78,000 ££ ",78000,GBP,,Carrs Billington Agriculture,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44342993/john-deere-6r-130.html,Farm Tractors,For sale / Offers,,John Deere,6R 130,Used - Not indicated,130,NEW TRELLEBORG 540/65R24 600/65R38,N/A,N/A,N/A,,"99,950
                            
                                    99,950 ££ ",99950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44582981/john-deere-6130m.html,Farm Tractors,For sale / Offers,T5231,John Deere,6130M,Used - very good condition,130,480/65x24,50%,55%,N/A,,"48,500
                            
                                    48,500 ££ ",48500,GBP,,Michael Burdge Ltd,Michael BURDGE,661d26ffcdc277c67bdaeb221f6d3d4KCs0NCkgMTkzNDgzODM4NQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44943058/john-deere-6r-155.html,Farm Tractors,For sale / Offers,,John Deere,6R 155,Used - Not indicated,155,710/60R42 600/60R30,N/A,N/A,N/A,,"119,950
                            
                                    119,950 ££ ",119950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44713276/valtra-t175.html,Farm Tractors,For sale / Offers,Valtra T175 Active,Valtra,t175,Used - very good condition,,,95%,95%,N/A,,"94,750
                            
                                    94,750 ££ ",94750,GBP,,B&B Tractors,"Mrs
                Lauren Cope",2b7265eaf1cda18ab8f8919f723e85bKCs0NCkgNzQ4MzEyMjE5Nw==,
https://www.agriaffaires.co.uk/used/farm-tractor/44756111/valtra-t-194-v.html,Farm Tractors,For sale / Offers,,Valtra,T 194 V,Used - very good condition,,,90%,90%,N/A,,"79,950
                            
                                    79,950 ££ ",79950,GBP,,B&B Tractors,"Mrs
                Lauren Cope",2b7265eaf1cda18ab8f8919f723e85bKCs0NCkgNzQ4MzEyMjE5Nw==,
https://www.agriaffaires.co.uk/used/farm-tractor/45218330/massey-ferguson-5465-dyna-4.html,Farm Tractors,For sale / Offers,61086839,Massey Ferguson,5465 DYNA 4,Used - good condition,120,,70%,70%,N/A,,"28,000
                            
                                    28,000 ££ ",28000,GBP,,Carrs Billington Agriculture,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45218286/massey-ferguson-5470-dyna-4.html,Farm Tractors,For sale / Offers,11085937,Massey Ferguson,5470 DYNA 4,Used - good condition,125,420/70R38,50%,70%,N/A,,"26,500
                            
                                    26,500 ££ ",26500,GBP,,Carrs Billington Agricultre (Sales) Ltd,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45073423/john-deere-6115r.html,Farm Tractors,For sale / Offers,23068,John Deere,6115R,Used - very good condition,,,0% (Smooth tyre),N/A,N/A,,"53,500
                            
                                    53,500 ££ ",53500,GBP,,Oakfields Ag,"Mr.
                Terry Brock",40bd3e74ac338889e19a0057bee4f32KCs0NCkgMTc2Mzc4MDQ0MA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45218277/massey-ferguson-6716s-dyna-6.html,Farm Tractors,For sale / Offers,51084095,Massey Ferguson,6716S Dyna 6,Used - very good condition,160,480/65R28,50%,50%,N/A,,"62,750
                            
                                    62,750 ££ ",62750,GBP,,Carrs Billington Agriculture,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44048327/john-deere-6155r.html,Farm Tractors,For sale / Offers,51093809,John Deere,6155R,Used - very good condition,155,,N/A,N/A,N/A,,"75,000
                            
                                    75,000 ££ ",75000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44673773/john-deere-6r250.html,Farm Tractors,For sale / Offers,91096456,John Deere,6R250,Used - very good condition,250,,N/A,N/A,N/A,,"  ",,,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45218249/massey-ferguson-5712s-dyna-4.html,Farm Tractors,For sale / Offers,81082139,Massey Ferguson,5712S Dyna 4,Used - very good condition,120,13.6R28,85%,80%,N/A,,"53,500
                            
                                    53,500 ££ ",53500,GBP,,Carrs Billington Agricultre (Sales) Ltd,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45218238/massey-ferguson-4708.html,Farm Tractors,For sale / Offers,81082913,Massey Ferguson,4708,Used - very good condition,80,340/85R24,80%,85%,N/A,,"30,000
                            
                                    30,000 ££ ",30000,GBP,,Carrs Billington Agricultre (Sales) Ltd,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45112714/john-deere-8r370.html,Farm Tractors,For sale / Offers,11088819,John Deere,8R370,Used - Not indicated,370,,N/A,N/A,N/A,,"235,000
                            
                                    235,000 ££ ",235000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/43966894/kubota-m5111-4wd-tractor.html,Farm Tractors,For sale / Offers,AL047984A,Kubota,M5111 4wd Tractor,Used - very good condition,113,`,70%,70%,N/A,,"34,950
                            
                                    34,950 ££ ",34950,GBP,,Agri-Linc,"Mr.
                Derry Morton",5d68cb31cd884da0b2e804c59f16176KCs0NCkgMTc3ODU5MTIyNQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45218223/massey-ferguson-6480-dyna-6.html,Farm Tractors,For sale / Offers,51085782,Massey Ferguson,6480 DYNA 6,Used - very good condition,,420/85R28,20%,50%,N/A,,"52,000
                            
                                    52,000 ££ ",52000,GBP,,Carrs Billington Agriculture,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45091468/john-deere-6155m.html,Farm Tractors,For sale / Offers,20245,John Deere,6155M,Used - good condition,,,N/A,N/A,N/A,,"47,500
                            
                                    47,500 ££ ",47500,GBP,,Graham Holland LTD,"Mr.
                Frank Holland",50c9d2da210b77e08eb6981e8c6bb12KCs0NCkgMDE5MzU4NDEzMDc=,
https://www.agriaffaires.co.uk/used/farm-tractor/44814645/new-holland-t7-245-power-command-classic.html,Farm Tractors,For sale / Offers,12016520,New Holland,T7.245 Power Command Classic,Used - very good condition,245,,80%,80%,N/A,,"87,950
                            
                                    87,950 ££ ",87950,GBP,,F BUGLER Ltd,"United Kingdom, South West England",9f4fd21c5efb93273f9a5ea8b8a44cdKCs0NCkgMDczNzUwNTU4OTE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44681711/new-holland-t6-180-dct.html,Farm Tractors,For sale / Offers,12016225,New Holland,T6.180 DCT,Used - very good condition,180,540/65 R28,70%,70%,N/A,,"71,950
                            
                                    71,950 ££ ",71950,GBP,,F BUGLER Ltd,"United Kingdom, South West England",74a6f9e49ce792d6c4208a11b4127b6KCs0NCkgMDEyOTczNDMxOQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44280164/fendt-943-mt.html,Farm Tractors,For sale / Offers,,Fendt,943 MT,Used - Not indicated,,,N/A,N/A,N/A,,"170,000
                            
                                    170,000 ££ ",170000,GBP,,Wilfred Scrutons,"Mr.
                James Falkingham",648ebb55ee35b904b3ad31b8b739902KCs0NCkgMDc4NTI1NTE2NzU=,
https://www.agriaffaires.co.uk/used/farm-tractor/44668443/fendt-mt-943.html,Farm Tractors,For sale / Offers,Fendt MT 943,Fendt,MT 943,Used - good condition,,,60%,60%,N/A,,"165,000
                            
                                    165,000 ££ ",165000,GBP,,B&B Tractors,"Mrs
                Lauren Cope",2b7265eaf1cda18ab8f8919f723e85bKCs0NCkgNzQ4MzEyMjE5Nw==,
